BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,MOUNT HOPE/MOUNT EDEN,01 ONE FAMILY DWELLINGS                    ,1,2812,28, ,A9, 1995 ANTHONY AVENUE , ,10457,1,0,1,"2,721","2,008",1910, 1 , A9 ," $2,450,000 ",2018/7/12
2,MOUNT HOPE/MOUNT EDEN,01 ONE FAMILY DWELLINGS                    ,1,2826,82, ,A1, 146 EAST 176TH , ,10453,1,0,1,"2,200","1,702",1899, 1 , A1 ," $490,000 ",2018/7/3
2,MOUNT HOPE/MOUNT EDEN,01 ONE FAMILY DWELLINGS                    ,1,2826,82, ,A1, 146 EAST 176TH STREET , ,10453,1,0,1,"2,200","1,702",1899, 1 , A1 , $-   ,2018/8/2
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2787,49, ,B1, 1511 TELLER AVENUE , ,10457,2,0,2,"2,997","3,082",1920, 1 , B1 ," $620,000 ",2018/10/11
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2792,5, ,B1, 1650 WEEKS AVENUE , ,10457,2,0,2,"1,900","2,384",1899, 1 , B1 ," $405,000 ",2018/5/9
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2792,30, ,B1, 1686 WEEKS AVENUE , ,10457,2,0,2,"2,850","3,066",1910, 1 , B1 ," $575,000 ",2018/10/31
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2796,37, ,S2, 1777 WEEKS AVENUE , ,10457,2,1,3,"2,333","4,928",1930, 1 , S2 ," $570,000 ",2018/7/31
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2796,45, ,B1, 1761 WEEKS AVE , ,10457,2,0,2,"2,375","2,400",1899, 1 , B1 ," $595,000 ",2018/5/2
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2797,37, ,B1, 1779 MONROE AVE , ,10457,2,0,2,"2,375","4,536",1930, 1 , B1 , $-   ,2018/3/15
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2797,52, ,B1, 1745 MONROE AVENUE , ,10457,2,0,2,"2,375","2,982",1915, 1 , B1 ," $420,000 ",2018/6/29
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2798,16, ,B3, 1756 MONROE AVENUE , ,10457,2,0,2,"2,375","1,520",1910, 1 , B3 , $-   ,2017/11/2
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2798,41, ,B2, 1771 TOPPING AVENUE , ,10457,2,0,2,"1,568","1,240",1901, 1 , B2 , $10 ,2018/6/14
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2802,13, ,B3, 210 MT HOPE PLACE , ,10457,2,0,2,"1,381","2,215",1901, 1 , B3 ," $220,000 ",2018/7/30
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2807,2, ,B9, 1970 MORRIS AVENUE , ,10453,2,0,2,"2,000","3,192",1899, 1 , B9 ," $350,000 ",2018/8/15
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2812,27, ,B2, 1997 ANTHONY AVENUE , ,10457,2,0,2,"2,513","3,653",2004, 1 , B2 , $-   ,2018/7/12
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2814,151, ,B9, 1960 ANTHONY AVENUE , ,10457,2,0,2,"2,158","4,290",1901, 1 , B9 ," $726,000 ",2018/2/6
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2820,60, ,B1, 1507 MORRIS AVENUE , ,10457,2,0,2,"3,135","3,216",1920, 1 , B1 ," $365,000 ",2017/11/28
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2820,61, ,B1, 1505 MORRIS AVENUE , ,10457,2,0,2,"3,135","3,216",1920, 1 , B1 , $-   ,2018/8/3
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2823,60, ,B1, 1689 SELWYN AVENUE , ,10457,2,0,2,"2,375","2,856",1924, 1 , B1 ," $1,006 ",2018/7/2
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2829,40, ,B2, 2026 WALTON AVENUE , ,10453,2,0,2,"2,500","2,328",1899, 1 , B2 ," $725,000 ",2018/9/4
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2829,41, ,B2, 2028 WALTON AVENUE , ,10453,2,0,2,"2,500","2,328",1899, 1 , B2 ," $725,000 ",2018/9/4
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2890,96, ,B1, 1754 ANTHONY AVENUE , ,10457,2,0,2,"1,829","2,062",2002, 1 , B1 ," $593,000 ",2018/9/17
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2891,72, ,B1, 1825 ANTHONY AVENUE , ,10457,2,0,2,"2,250","2,198",1910, 1 , B1 ," $136,500 ",2018/5/9
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2784,23, ,C0, 1425 TELLER AVENUE , ,10456,5,0,5,"5,524","4,752",1920, 1 , C0 , $-   ,2017/12/20
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2791,50, ,C0, 1699 TOPPING AVE , ,10457,3,0,3,"4,750","1,725",1910, 1 , C0 ," $750,000 ",2018/3/21
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2792,57, ,C0, 237 EAST 173RD , ,10457,3,0,3,"1,069","2,565",2006, 1 , C0 , $-   ,2018/7/30
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2793,22, ,C0, 239 MT EDEN PARKWAY , ,10457,3,0,3,"2,996","2,898",1920, 1 , C0 ," $655,000 ",2018/1/3
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2796,38, ,C0, 1775 WEEKS AVENUE , ,10457,3,0,3,"2,746","4,180",1930, 1 , C0 ," $620,000 ",2018/1/30
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2799,11, ,C0, 1750 TOPPING AVENUE , ,10457,3,0,3,"2,375","4,284",1911, 1 , C0 , $-   ,2018/4/26
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2800,63, ,C0, 234 EAST 176 STREET , ,10457,3,0,3,"1,608","2,377",1899, 1 , C0 , $-   ,2018/1/22
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2804,76, ,C0, 243 MOUNT HOPE PL , ,10457,3,0,3,"2,000","3,492",1899, 1 , C0 ," $660,000 ",2018/3/5
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2807,12, ,C0, 1992 MORRIS AVE , ,10453,3,0,3,"1,600","3,192",1899, 1 , C0 ," $625,000 ",2018/10/17
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2811,32, ,C0, 218 EAST 179 STREET , ,10457,3,0,3,"1,940","4,158",1910, 1 , C0 ," $780,000 ",2018/5/4
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2812,26, ,C0, 1999 ANTHONY AVE , ,10457,3,0,3,"2,362","3,674",2007, 1 , C0 ," $1,760,000 ",2018/7/12
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2814,50, ,C0, 1956 ANTHONY AVENUE , ,10457,3,0,3,"2,168","3,660",1901, 1 , C0 ," $500,000 ",2018/4/12
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2814,51, ,C0, 1958 ANTHONY AVENUE , ,10457,3,0,3,"2,168","3,390",1901, 1 , C0 ," $534,581 ",2017/11/27
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2814,51, ,C0, 1958 ANTHONY AVENUE , ,10457,3,0,3,"2,168","3,390",1901, 1 , C0 ," $750,000 ",2018/9/4
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2828,44, ,C0, 59 EAST 177 STREET , ,10453,3,0,3,"2,000","3,678",1901, 1 , C0 , $-   ,2018/2/15
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2828,44, ,C0, 59 EAST 177 STREET , ,10453,3,0,3,"2,000","3,678",1901, 1 , C0 ," $400,000 ",2018/2/15
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2828,44, ,C0, 59 E 177 STREET , ,10453,3,0,3,"2,000","3,678",1901, 1 , C0 , $-   ,2018/10/5
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2829,15, ,C0, 1995 MORRIS AVE , ,10453,3,0,3,"1,600","3,132",1899, 1 , C0 ," $625,000 ",2018/10/17
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2888,37, ,C0, 370 EAST 173RD STREET , ,10457,3,0,3,"1,344","2,508",1901, 1 , C0 ," $406,000 ",2018/1/16
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2891,10, ,C0, 1756 CLAY AVENUE , ,10457,3,0,3,"2,310","3,792",1920, 1 , C0 , $-   ,2018/10/22
2,MOUNT HOPE/MOUNT EDEN,05 TAX CLASS 1 VACANT LAND                 ,1B,2892,44, ,V0, 1861 CARTER AVENUE , ,10457,0,0,0,"2,450",0,0, 1 , V0 , $-   ,2018/8/2
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2B,2796,36, ,C1, 1779 WEEKS AVENUE , ,10457,10,0,10,"2,332","8,512",2016, 2 , C1 , $-   ,2018/3/13
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2A,2797,14, ,C3, 1758 WEEKS AVENUE , ,10457,4,0,4,"2,533","3,720",1930, 2 , C3 ," $350,000 ",2018/7/13
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2,2800,8, ,C7, 1824 WEEKS , ,10457,40,1,41,"7,501","32,460",1920, 2 , C7 , $-   ,2017/12/31
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2,2800,8, ,C7, 1824 WEEKS AVENUE , ,10457,40,1,41,"7,501","32,460",1920, 2 , C7 ," $984,307 ",2018/2/26
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2B,2803,2, ,C1, 1840 ANTHONY AVENUE , ,10457,8,0,8,"2,781","9,000",1910, 2 , C1 , $-   ,2017/11/30
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2B,2803,3, ,C1, 1842 ANTHONY AVENUE , ,10457,8,0,8,"2,800","9,000",1910, 2 , C1 ," $1,500,000 ",2017/11/30
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2,2805,8, ,C1, 1870 MORRIS AVENUE , ,10453,25,0,25,"4,500","19,000",1921, 2 , C1 ," $1,354,538 ",2018/6/29
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2,2806,5, ,C1, 1910 MORRIS AVENUE , ,10453,13,0,13,"3,980","12,500",1911, 2 , C1 ," $1,506,000 ",2018/6/29
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2A,2807,3, ,C3, 1972 MORRIS AVENUE , ,10453,4,0,4,"2,000","3,300",1924, 2 , C3 ," $650,000 ",2018/1/18
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2,2807,16, ,C1, 1995 CRESTON AVENUE , ,10453,41,0,41,"10,000","37,000",1920, 2 , C1 , $-   ,2018/2/23
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2,2807,22, ,C1, 1985 CRESTON AVENUE , ,10453,41,0,41,"10,250","37,960",1920, 2 , C1 ," $5,578,016 ",2018/2/23
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2,2807,52, ,C1, 2038 MORRIS AVENUE , ,10453,36,0,36,"8,000","24,000",1920, 2 , C1 ," $371,996 ",2018/2/23
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2,2807,56, ,C7, 2042 MORRIS AVENUE , ,10453,31,5,36,"7,330","32,400",1919, 2 , C7 , $-   ,2018/2/23
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2,2809,31, ,C1, 264 ECHO PLACE , ,10457,39,0,39,"7,125","30,000",1926, 2 , C1 ," $4,263,420 ",2018/2/23
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2,2829,6, ,C1, 1982 WALTON AVENUE , ,10453,37,0,37,"7,500","26,845",1923, 2 , C1 ," $1,607,369 ",2018/6/29
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2,2829,24, ,C1, 65 EAST TREMONT AVENUE , ,10453,16,0,16,"4,258","15,500",1909, 2 , C1 ," $1,305,200 ",2018/6/29
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2,2829,42, ,C1, 2030 WALTON AVENUE , ,10453,36,0,36,"7,500","26,835",1924, 2 , C1 ," $5,650,000 ",2018/3/6
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2,2849,64, ,C7, 1734 TOWNSEND AVENUE , ,10453,26,4,30,"6,500","26,490",1926, 2 , C7 ," $4,204,544 ",2018/2/23
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2,2852,30, ,C1, 31 MT HOPE PLACE , ,10453,26,0,26,"6,250","20,330",1925, 2 , C1 ," $4,200,000 ",2018/3/12
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,2A,2889,43, ,C3, 1704 ANTHONY AVE , ,10457,4,0,4,"2,590","3,819",1905, 2 , C3 , $-   ,2018/7/16
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS           ,2,2796,50, ,D1, 225 CROSS BRONX EXPWY , ,10457,38,0,38,"6,270","25,800",1961, 2 , D1 ," $5,100,000 ",2018/8/22
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS           ,2,2806,1, ,D1, 105 EAST 177 STREET , ,10453,46,0,46,"11,000","45,060",1927, 2 , D1 ," $9,200,000 ",2018/3/23
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS           ,2,2810,50, ,D1, 219 ECHO PLACE , ,10457,31,0,31,"5,000","21,600",1939, 2 , D1 ," $5,660,000 ",2018/9/13
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS           ,2,2820,9, ,D1, 1534 SELWYN AVENUE , ,10457,73,0,73,"18,566","80,838",1928, 2 , D1 ," $15,250,000 ",2018/10/4
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS           ,2,2844,105, ,D1, 1459 WYTHE PLACE , ,10452,73,0,73,"17,500","76,000",1929, 2 , D1 ," $11,989,543 ",2018/7/10
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS           ,2,2844,105, ,D1, 1459 WYTHE PLACE , ,10452,73,0,73,"17,500","76,000",1929, 2 , D1 ," $14,000,000 ",2018/7/10
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS           ,2,2849,24, ,D1, 1735-1737 TOWNSEND AVENUE , ,10453,53,0,53,"10,800","43,905",1927, 2 , D1 , $-   ,2018/2/23
2,MOUNT HOPE/MOUNT EDEN,09 COOPS - WALKUP APARTMENTS               ,2,2802,5, ,C6, 1854 MONROE AVENUE , ,10457,0,0,0,0,0,1915, 2 , C6 , $-   ,2018/9/5
2,MOUNT HOPE/MOUNT EDEN,09 COOPS - WALKUP APARTMENTS               ,2C,2808,90, ,C6, 2017 GRAND CONCOURSE , ,10453,0,0,0,0,0,1910, 2 , C6 , $-   ,2018/9/5
2,MOUNT HOPE/MOUNT EDEN,09 COOPS - WALKUP APARTMENTS               ,2,2826,11, ,C6," 1770 WALTON AVE, 23B ", ,10453,0,0,0,0,0,1925, 2 , C6 ," $45,000 ",2018/9/13
2,MOUNT HOPE/MOUNT EDEN,10 COOPS - ELEVATOR APARTMENTS             ,2,2805,16, ,D4," 1855 GRAND CONCOURSE, 55 ", ,10453,0,0,0,0,0,1936, 2 , D4 ," $335,000 ",2018/4/26
2,MOUNT HOPE/MOUNT EDEN,11A CONDO-RENTALS                           ,2,2793,1002, ,RR, 235 MT EDEN PARKWAY ,2,10457,1,0,1,"9,500","69,742",2017, 2 , RR , $-   ,2018/1/3
2,MOUNT HOPE/MOUNT EDEN,14 RENTALS - 4-10 UNIT                     ,2B,2804,23, ,S5, 240 EAST TREMONT AVENUE , ,10457,6,1,7,"4,104","12,160",1908, 2 , S5 , $-   ,2018/3/22
2,MOUNT HOPE/MOUNT EDEN,14 RENTALS - 4-10 UNIT                     ,2A,2819,20, ,S3, 1549 SELWYN AVE , ,10457,3,1,4,"2,970","4,353",1920, 2 , S3 ," $750,000 ",2018/3/14
2,MOUNT HOPE/MOUNT EDEN,22 STORE BUILDINGS                         ,4,2807,32, ,K1, 109 EAST TREMONT AVENUE , ,10456,0,6,6,"4,966","4,500",1920, 4 , K1 , $-   ,2018/5/17
2,MOUNT HOPE/MOUNT EDEN,22 STORE BUILDINGS                         ,4,2809,45, ,K1, 239 EAST TREMONT AVENUE , ,10457,0,3,3,"8,704","7,400",1920, 4 , K1 ," $3,665,250 ",2018/5/16
2,MOUNT HOPE/MOUNT EDEN,22 STORE BUILDINGS                         ,4,2832,28, ,K1, 221 EAST 170 STREET , ,10456,0,7,7,"4,330","4,330",1928, 4 , K1 , $-   ,2018/5/17
2,MOUNT HOPE/MOUNT EDEN,22 STORE BUILDINGS                         ,4,2843,12, ,K1, 1434 JEROME AVENUE , ,10452,0,1,1,"10,000","10,000",1937, 4 , K1 ," $5,131,350 ",2018/5/16
2,MOUNT HOPE/MOUNT EDEN,22 STORE BUILDINGS                         ,4,2846,2, ,K1, 7 EAST 172ND STREET , ,10452,0,1,1,794,640,1978, 4 , K1 ," $635,310 ",2018/5/16
2,MOUNT HOPE/MOUNT EDEN,22 STORE BUILDINGS                         ,1B,2851,2, ,V0, 1850 JEROME AVENUE , ,10453,0,0,0,"12,528",0,0, 4 , K1 , $-   ,2018/6/12
2,MOUNT HOPE/MOUNT EDEN,28 COMMERCIAL CONDOS                       ,4,2793,1001, ,R5, 235 MT EDEN PARKWAY ,1,10457,0,1,1,"9,500","14,884",2017, 4 , R5 ," $5,345,000 ",2018/1/3
2,MOUNT HOPE/MOUNT EDEN,29 COMMERCIAL GARAGES                      ,4,2820,40, ,G7, MORRIS AVENUE , ,0,0,0,0,"1,065",0,0, 4 , G7 , $-   ,2018/8/3
2,MOUNT HOPE/MOUNT EDEN,29 COMMERCIAL GARAGES                      ,4,2853,12, ,G2, 1940 JEROME AVENUE , ,10453,0,1,1,"5,852","5,852",1925, 4 , G2 ," $1,860,000 ",2018/8/22
2,MOUNT HOPE/MOUNT EDEN,29 COMMERCIAL GARAGES                      ,4,2853,15, ,G2, 1942-1944 JEROME AVENUE , ,10453,0,1,1,"5,000","2,900",1920, 4 , G2 ," $1,490,000 ",2018/8/22
2,MOUNT HOPE/MOUNT EDEN,31 COMMERCIAL VACANT LAND                  ,4,2888,38, ,V1, 374 EAST 173 STREET , ,10457,0,0,0,"1,141",0,0, 4 , V1 ," $403,556 ",2017/12/8
2,MOUNT HOPE/MOUNT EDEN,37 RELIGIOUS FACILITIES                    ,4,2793,18, ,M1, 1661 WEEKS AVENUE , ,10457,0,1,1,"2,632","2,898",1925, 4 , M1 ," $700,000 ",2018/3/22
2,MOUNT HOPE/MOUNT EDEN,37 RELIGIOUS FACILITIES                    ,4,2820,56, ,M1, 1515 MORRIS AVENUE , ,10457,0,1,1,"3,135","3,216",1920, 4 , M1 ," $340,000 ",2018/1/31
2,MOUNT HOPE/MOUNT EDEN,38 ASYLUMS AND HOMES                       ,4,2819,29, ,N2, 178 MOUNT EDEN PARKWAY , ,10457,2,0,2,"2,850","3,316",1920, 4 , N2 , $-   ,2018/5/9
2,PARKCHESTER,01 ONE FAMILY DWELLINGS                    ,1,3897,53, ,A1, 1433 ST. LAWRENCE AVENUE , ,10460,1,0,1,"2,375","1,440",1901, 1 , A1 ," $459,000 ",2018/2/22
2,PARKCHESTER,01 ONE FAMILY DWELLINGS                    ,1,3898,45, ,A5, 1425 BEACH AVENUE , ,10460,1,0,1,"2,538","1,260",1960, 1 , A5 ," $400,000 ",2018/4/30
2,PARKCHESTER,01 ONE FAMILY DWELLINGS                    ,1,3923,66, ,A1, 1554 LELAND AVENUE , ,10460,1,0,1,"2,500","1,796",1930, 1 , A1 ," $225,000 ",2018/5/4
2,PARKCHESTER,01 ONE FAMILY DWELLINGS                    ,1,3923,66, ,A1, 1554 LELAND AVENUE , ,10460,1,0,1,"2,500","1,796",1930, 1 , A1 ," $535,000 ",2018/9/27
2,PARKCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4023,4, ,A1, 558 VAN NEST AVENUE , ,10460,1,0,1,"2,375","1,120",1899, 1 , A1 , $100 ,2017/11/10
2,PARKCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4024,6, ,A1, 588 VAN NEST AVENUE , ,10460,1,0,1,"2,375","1,008",1899, 1 , A1 ," $100,000 ",2018/3/5
2,PARKCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4030,19, ,A9, 1731 UNIONPORT ROAD , ,10462,1,0,1,"2,513","3,066",1928, 1 , A9 ," $570,000 ",2018/9/25
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3898,38, ,B2, 1792 GUION PLACE , ,10460,2,0,2,"2,425","2,400",1905, 1 , B2 ," $570,000 ",2018/5/25
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3900,4, ,B1, 1406 TAYLOR AVENUE , ,10460,2,0,2,"2,500","2,744",1920, 1 , B1 , $-   ,2017/11/17
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3902,42, ,B1, 1461 WHITE PLAINS ROAD , ,10462,2,0,2,"2,250","3,400",1925, 1 , B1 , $-   ,2018/1/19
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3913,11, ,B1, 1602 BRONX RIVER AVENUE , ,10460,2,0,2,"4,825","2,185",1940, 1 , B1 ," $200,000 ",2018/1/5
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3915,11, ,B2, 1480 COMMONWEALTH AVENUE , ,10460,2,0,2,"4,750","2,860",1901, 1 , B2 ," $620,000 ",2018/2/15
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3915,36, ,B2, 1473 ST LAWRENCE AVENUE , ,10460,2,0,2,"2,375","3,120",1899, 1 , B2 ," $630,000 ",2018/2/15
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3915,36, ,B2, 1473 SAINT LAWRENCE AVE , ,10460,2,0,2,"2,375","3,120",1899, 1 , B2 , $-   ,2018/4/9
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3915,42, ,B9, 1783 MERRILL STREET , ,10460,2,0,2,"2,400","1,760",1899, 1 , B9 ," $535,000 ",2018/7/2
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3916,6, ,B2, 1472 ST. LAWRENCE AVENUE , ,10460,2,0,2,"2,375","2,360",1925, 1 , B2 , $-   ,2018/1/17
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3916,6, ,B2, 1472 ST. LAWRENCE AVENUE , ,10460,2,0,2,"2,375","2,360",1925, 1 , B2 ," $650,000 ",2018/8/20
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3917,2, ,B2, 1502 ROSEDALE AVENUE , ,10460,2,0,2,"2,375","3,102",1901, 1 , B2 ," $878,898 ",2018/9/14
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3917,42, ,B2, 1519 COMMONWEALTH AVENUE , ,10460,2,0,2,"2,375","2,396",1925, 1 , B2 ," $485,000 ",2018/2/21
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3918,45, ,B2, 1521 ST LAWRENCE AVENUE , ,10460,2,0,2,"4,750","2,072",1920, 1 , B2 ," $355,000 ",2018/3/16
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3919,5, ,B2, 1510 ST. LAWRENCE AVENUE , ,10460,2,0,2,"2,375","2,868",1920, 1 , B2 , $-   ,2018/4/26
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3919,48, ,B3, 1537 BEACH AVENUE , ,10460,2,0,2,"2,200","1,680",1950, 1 , B3 ," $35,000 ",2018/10/5
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3919,48, ,B3, 1537 BEACH AVENUE , ,10460,2,0,2,"2,200","1,680",1950, 1 , B3 ," $370,111 ",2018/10/5
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3919,65, ,B2, 1799 MANSION STREET , ,10460,2,0,2,"1,250","2,024",1901, 1 , B2 ," $1,000 ",2018/1/22
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3919,68, ,B2, 1793 MANSION STREET , ,10460,2,0,2,"1,225","2,208",1901, 1 , B2 ," $370,000 ",2018/1/2
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3922,3, ,B1, 1848 GUERLAIN ST , ,10460,2,0,2,"5,846","2,515",1901, 1 , B1 ," $610,000 ",2017/11/10
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3922,25, ,B1, 1523 LELAND AVENUE , ,10460,2,0,2,"3,242","2,784",1915, 1 , B1 ," $617,908 ",2018/7/24
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3922,51, ,B1, 1536 THIERIOT AVENUE , ,10460,2,0,2,"3,742","2,472",1910, 1 , B1 ," $699,000 ",2018/3/29
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3931,46, ,B2, 1339 PUGSLEY AVENUE , ,10462,2,0,2,"2,429","2,978",1901, 1 , B2 ," $301,456 ",2018/1/3
